;sum_click;code_module;code_presentation;gender;region;highest_education;age_band;studied_credits
21462;1038;3;4;2;7;4;1;90
21463;1038;5;4;2;7;4;1;90
21464;500;6;4;2;4;3;1;60
21465;367;6;4;2;10;2;1;120
21468;411;2;4;1;4;2;2;60
21469;155;2;4;1;2;2;1;60
21470;298;3;4;2;11;3;2;60
21476;236;7;4;1;10;3;1;30
21477;135;7;4;1;2;3;1;30
21478;517;5;4;2;2;4;1;90
21479;369;2;4;1;13;4;1;120
21480;603;4;4;2;6;3;1;60
21482;1454;6;4;2;6;3;1;120
21484;1051;3;4;2;12;3;1;60
21485;1051;5;4;2;12;3;1;60
21486;372;5;4;2;11;2;1;60
21487;345;2;4;1;4;2;1;60
21499;222;2;4;1;8;2;2;60
21501;518;4;4;2;5;3;2;150
21505;240;5;4;2;8;2;1;60
21512;470;6;4;2;3;3;1;120
21513;308;6;4;2;1;4;1;120
21514;325;5;4;2;8;3;1;90
21515;844;6;4;2;3;2;1;60
21517;801;4;4;2;8;4;1;90
21519;348;5;4;2;12;2;2;60
21520;269;2;4;1;2;3;2;60
21521;291;3;4;2;13;3;1;120
21522;1503;3;4;2;5;4;2;120
21523;1503;6;4;2;5;4;2;120
21524;497;4;4;2;5;3;2;60
21525;134;2;4;1;9;2;1;90
21529;208;2;4;1;11;3;1;60
21531;983;6;4;1;13;2;1;90
21534;399;5;4;2;9;4;2;60
21535;208;7;4;1;12;2;1;30
21536;497;3;4;2;10;4;1;60
21537;497;5;4;2;10;4;1;60
21539;256;5;4;2;13;2;2;120
21540;609;4;4;2;8;4;2;60
21541;193;2;4;1;10;3;2;60
21543;308;7;4;1;12;3;2;30
21544;644;6;4;2;11;3;1;90
21546;293;5;4;2;4;4;1;60
21547;949;6;4;2;12;1;1;60
21548;187;6;4;2;5;3;1;120
21549;259;2;4;1;1;3;1;60
21551;923;6;4;2;7;2;1;120
21552;458;3;4;2;1;3;1;120
21553;458;4;4;2;1;3;1;120
21554;331;7;4;1;6;2;2;30
21557;1042;3;4;2;3;2;1;120
21558;1042;4;4;2;3;2;1;120
21561;1210;3;4;1;10;2;2;60
21562;1210;5;4;1;10;2;2;60
21563;385;5;4;2;13;3;1;60
21565;506;3;4;2;1;4;1;30
21566;763;5;4;2;2;2;1;60
21567;153;7;4;1;1;3;1;30
21568;147;7;4;1;2;2;1;30
21572;251;3;4;1;11;3;1;150
21573;165;7;4;1;1;2;2;30
21574;343;2;4;1;8;2;2;60
21575;991;3;4;2;2;2;1;90
21577;1057;4;4;2;2;3;1;90
21578;518;4;4;1;6;3;1;90
21580;598;6;4;2;2;4;1;105
21581;169;4;4;1;5;3;1;60
21582;260;7;4;1;2;4;1;30
21588;577;5;4;2;2;3;1;60
21589;145;7;4;1;2;3;1;30
21590;396;4;4;1;12;3;1;120
21592;869;6;4;2;12;3;1;120
21593;428;6;4;1;13;3;1;120
21596;986;6;4;2;8;2;1;60
21598;165;2;4;1;6;4;1;60
21602;418;2;4;1;8;3;2;60
21603;213;2;4;2;1;3;2;60
21604;224;2;4;1;1;4;1;60
21605;675;6;4;2;9;3;1;90
21607;739;2;4;1;1;3;2;120
21608;423;4;4;2;2;3;1;60
21609;202;3;4;2;9;4;1;60
21613;995;3;4;2;8;3;2;90
21618;1061;3;4;2;2;2;1;120
21619;1061;5;4;2;2;2;1;120
21622;1511;3;4;2;7;2;1;120
21623;1511;4;4;2;7;2;1;120
21626;357;3;4;2;8;3;1;60
21629;1194;3;4;2;7;4;1;90
21630;1194;4;4;2;7;4;1;90
21633;647;4;4;1;8;2;1;60
21634;261;5;4;2;7;2;2;60
21635;1249;3;4;1;7;2;2;120
21636;1249;5;4;1;7;2;2;120
21637;1153;6;4;2;2;3;1;60
21638;269;2;4;1;2;2;1;120
21642;748;3;4;2;7;2;1;120
21643;748;5;4;2;7;2;1;120
21644;437;7;4;1;13;3;1;30
21645;256;2;4;1;11;3;1;60
21647;266;2;4;1;12;2;1;60
21649;232;7;4;2;4;3;2;30
21650;358;2;4;1;12;3;2;60
21652;167;7;4;1;3;2;2;90
21653;118;7;4;1;10;3;1;30
21654;714;3;4;2;8;3;1;120
21659;1137;4;4;1;11;2;1;60
21661;442;6;4;2;10;3;1;120
21662;471;6;4;1;5;3;1;120
21664;724;6;4;2;11;2;1;60
21665;1111;6;4;2;1;3;1;120
21668;299;4;4;2;7;3;1;60
21673;282;4;4;2;5;2;1;120
21675;1230;3;4;1;2;4;3;60
21676;435;5;4;2;4;2;1;60
21679;184;5;4;1;13;2;2;60
21680;1062;6;4;2;7;4;1;60
21681;1127;3;4;1;5;4;1;120
21682;872;6;4;2;5;4;2;90
21683;319;5;4;2;3;4;1;60
21685;546;3;4;2;11;3;1;120
21686;546;6;4;2;11;3;1;120
21687;759;5;4;2;2;3;1;60
21688;600;3;4;1;3;3;1;120
21689;600;4;4;1;3;3;1;120
21690;590;5;4;2;13;2;1;60
21692;270;7;4;1;1;2;2;30
21694;402;3;4;2;4;3;1;120
21696;560;2;4;1;2;2;1;60
21698;331;2;4;1;4;2;1;60
21700;270;6;4;2;3;3;1;120
21702;373;6;4;1;4;3;1;120
21703;390;5;4;1;4;3;1;60
21704;322;2;4;1;6;3;1;120
21706;332;5;4;2;5;3;1;60
21708;244;2;4;1;5;2;2;60
21709;284;4;4;1;7;2;1;90
21711;304;2;4;2;1;3;1;60
21714;266;2;4;1;1;3;1;60
21715;207;2;4;1;3;4;1;120
21718;223;4;4;2;7;3;1;60
21720;131;4;4;2;9;3;1;60
21721;543;5;4;2;7;4;1;60
21723;146;5;4;2;2;2;1;60
21724;451;7;4;1;10;2;2;30
21725;199;7;4;1;11;2;2;30
21726;162;2;4;1;2;2;2;60
21727;414;2;4;1;2;4;2;60
21730;487;3;4;2;1;4;1;30
21731;501;2;4;1;11;2;1;60
21734;221;3;4;1;13;3;1;120
21735;221;5;4;1;13;3;1;120
21739;367;2;4;1;2;3;1;60
21744;551;6;4;2;3;2;1;120
21745;271;6;4;2;10;3;1;120
21746;310;2;4;1;8;3;1;60
21750;259;2;4;1;2;3;1;60
21751;731;3;4;2;5;3;1;90
21752;546;2;4;1;3;2;1;60
21753;119;2;4;1;2;3;2;60
21754;383;3;4;1;1;3;1;60
21756;511;3;4;2;2;4;3;30
21757;675;3;4;2;12;4;3;30
21759;495;5;4;2;7;4;1;60
21760;69;4;4;2;11;3;1;60
21763;88;2;4;1;6;2;1;60
21764;112;7;4;2;1;2;1;30
21774;610;6;4;2;2;4;1;60
21777;331;5;4;2;2;4;1;60
21778;661;2;4;1;11;3;2;60
21779;489;2;4;1;11;3;2;60
21781;156;2;4;1;6;3;2;60
21783;306;2;4;1;6;4;2;60
21784;509;6;4;2;7;2;1;120
21785;367;4;4;1;2;3;1;120
21786;616;2;4;1;11;2;2;60
21787;1236;6;4;2;12;2;2;90
21789;721;6;4;1;10;4;1;60
21790;718;6;4;1;5;3;1;180
21791;1361;6;4;1;10;2;2;120
21795;263;2;4;1;6;3;1;60
21797;605;5;4;2;2;4;1;60
21798;290;2;4;2;10;4;2;120
21799;476;5;4;2;13;3;1;60
21800;259;2;4;1;10;2;2;120
21802;145;4;4;1;2;3;1;120
21803;436;7;4;1;2;2;2;30
21805;415;7;4;1;11;2;2;30
21806;197;2;4;1;8;4;1;120
21807;726;3;4;2;8;3;1;120
21809;268;2;4;1;2;2;1;120
21810;77;1;4;2;12;4;1;120
21812;171;4;4;2;13;3;2;120
21813;224;7;4;1;3;3;1;30
21816;447;5;4;2;1;4;1;30
21818;286;5;4;2;9;2;1;60
21819;159;2;4;1;2;4;1;120
21820;941;3;4;2;7;3;1;60
21821;941;5;4;2;7;3;1;60
21823;191;7;4;1;12;2;1;30
21824;709;4;4;1;10;2;1;60
21825;319;4;4;1;6;4;1;60
21826;118;7;4;2;13;2;3;30
21828;493;4;4;2;2;4;1;120
21830;342;4;4;2;5;3;1;60
21832;473;5;4;1;10;4;1;90
21833;303;6;4;2;11;3;1;60
21834;212;4;4;2;11;3;1;120
21835;884;6;4;2;1;2;1;60
21836;1325;6;4;1;1;2;2;60
21837;689;6;4;2;8;3;1;120
21838;583;5;4;2;2;3;1;60
21839;362;4;4;1;11;3;1;120
21842;636;3;4;2;3;2;1;90
21843;636;4;4;2;3;2;1;90
21844;792;6;4;2;9;2;1;60
21845;566;6;4;1;13;4;1;120
21846;148;2;4;1;4;3;1;60
21849;260;7;4;1;4;2;1;30
21855;345;5;4;2;2;3;1;60
21856;742;6;4;2;11;3;1;60
21858;34;2;4;1;2;2;1;60
21859;1155;5;4;2;12;3;1;60
21860;270;2;4;1;3;3;1;60
21864;162;2;4;1;5;3;1;150
21867;234;4;4;2;12;3;1;60
21870;273;7;4;1;8;2;1;90
21880;630;3;4;1;2;3;1;120
21882;193;5;4;2;1;3;1;60
21884;418;5;4;2;3;3;1;60
21886;833;3;4;2;10;3;1;120
21887;833;6;4;2;10;3;1;120
21888;198;3;4;2;1;3;1;90
21889;226;2;4;1;2;3;2;60
21890;177;7;4;1;2;2;1;30
21891;177;7;4;1;6;3;2;30
21893;263;7;4;1;11;3;1;30
21895;298;4;4;2;5;3;1;120
21900;380;2;4;1;3;3;1;60
21901;495;2;4;2;1;2;2;60
21902;150;3;4;2;1;3;1;120
21906;688;6;4;1;3;4;1;120
21908;234;4;4;2;1;3;2;60
21909;242;4;4;2;8;4;1;60
21912;780;4;4;2;12;2;1;90
21913;291;2;4;1;10;2;1;60
21916;717;5;4;2;8;2;1;60
21919;1825;6;4;2;3;4;1;120
21922;677;6;4;2;2;3;1;120
21925;713;4;4;1;10;3;1;60
21926;1285;6;4;2;11;2;2;120
21927;270;5;4;2;10;2;1;60
21930;157;3;4;2;3;3;1;120
21931;127;7;4;1;2;3;1;30
21932;666;7;4;1;13;3;2;30
21940;1234;6;4;2;9;2;1;60
21942;437;4;4;2;9;4;2;60
21943;204;5;4;2;6;3;1;60
21945;278;2;4;2;8;2;2;60
21950;425;3;4;2;13;4;2;90
21951;419;6;4;2;10;3;1;60
21952;578;4;4;2;5;3;1;120
21956;1836;3;4;2;8;4;1;120
21957;1836;4;4;2;8;4;1;120
21960;304;6;4;2;7;3;2;60
21964;132;2;4;1;9;3;1;60
21965;368;2;4;1;9;2;2;60
21966;371;2;4;1;9;3;2;60
21968;45;2;4;1;9;2;2;60
21969;182;2;4;1;9;2;2;60
21970;109;2;4;1;9;3;1;60
21971;309;2;4;1;2;3;1;60
21972;218;2;4;1;9;2;2;60
21973;593;4;4;1;13;3;1;60
21974;169;2;4;1;9;2;2;60
21975;127;2;4;2;9;3;1;60
21978;56;2;4;1;9;3;1;60
21979;329;2;4;1;9;3;1;60
21980;212;2;4;1;9;3;1;60
21981;274;5;4;2;2;4;2;30
21982;288;3;4;1;1;3;2;60
21986;218;2;4;1;11;2;2;60
21987;660;3;4;1;4;3;1;90
21988;660;4;4;1;4;3;1;90
21990;459;3;4;2;2;4;1;60
21991;459;5;4;2;2;4;1;60
21994;180;2;4;1;9;3;2;120
21995;543;4;4;2;4;3;1;60
21996;305;3;4;1;2;3;2;90
21997;678;5;4;1;2;3;1;30
21998;564;6;4;2;3;3;2;120
21999;122;2;4;1;9;2;1;60
22000;68;2;4;1;9;2;2;60
22001;644;2;4;1;9;2;2;60
22002;1085;6;4;2;3;3;2;60
22003;369;2;4;1;5;3;1;60
22004;389;5;4;2;11;2;1;60
22009;97;2;4;1;5;3;1;150
22010;166;7;4;1;7;2;1;30
22013;550;6;4;2;8;3;1;60
22016;378;5;4;2;13;2;1;60
22017;223;7;4;1;11;2;1;30
22018;328;5;4;2;3;3;1;60
22020;325;3;4;1;9;4;2;90
22021;225;2;4;2;3;2;2;60
22022;630;4;4;2;12;3;1;120
22023;191;7;4;1;3;2;2;30
22029;296;7;4;2;11;2;2;30
22033;253;2;4;1;5;2;1;120
22034;546;4;4;1;13;3;1;120
22037;175;7;4;1;1;2;1;30
22039;135;7;4;1;2;2;1;30
22040;431;3;4;1;12;3;1;90
22041;229;4;4;2;8;3;1;60
22042;348;2;4;1;10;2;2;60
22043;346;2;4;1;10;2;1;60
22045;179;2;4;1;10;3;1;60
22046;98;7;4;2;13;3;1;30
22047;720;3;4;2;2;2;1;120
22048;720;4;4;2;2;2;1;120
22050;78;2;4;1;13;3;1;60
22054;104;3;4;1;4;3;1;60
22055;1454;6;4;1;12;2;1;60
22059;59;2;4;2;8;3;1;60
22060;503;6;4;2;5;2;1;60
22063;933;5;4;2;2;3;2;60
22064;1191;3;4;2;10;3;1;150
22065;1191;6;4;2;10;3;1;150
22066;163;7;4;1;13;3;2;30
22069;1267;4;4;1;12;2;2;60
22070;424;6;4;2;11;2;1;120
22072;101;2;4;1;11;3;1;60
22073;162;4;4;2;2;4;1;60
22074;206;2;4;1;9;2;1;60
22076;387;5;4;2;10;2;1;60
22077;614;4;4;2;7;3;1;120
22079;215;2;4;2;9;2;1;60
22080;236;5;4;2;12;4;1;60
22081;186;7;4;1;3;3;1;30
22083;196;7;4;2;9;2;1;30
22085;146;7;4;1;6;2;1;30
22086;298;3;4;1;9;3;1;150
22088;376;6;4;2;13;2;1;120
22089;399;2;4;1;9;2;2;60
22090;672;5;4;2;1;2;2;60
22091;457;2;4;1;9;3;2;60
22093;164;4;4;1;1;3;1;60
22095;792;4;4;1;2;4;1;60
22098;440;4;4;2;1;4;2;60
22099;785;6;4;1;5;3;1;60
22100;166;2;4;1;8;3;1;120
22107;236;2;4;2;6;2;2;60
22108;175;2;4;1;6;4;2;60
22109;1773;3;4;2;2;2;2;90
22110;1773;4;4;2;2;2;2;90
22112;280;5;4;2;11;2;1;60
22113;259;6;4;2;2;4;1;120
22114;292;2;4;1;5;2;1;120
22115;638;3;4;1;2;3;1;60
22121;686;2;4;1;2;3;1;60
22124;647;3;4;2;2;3;2;60
22125;647;5;4;2;2;3;2;60
22126;728;5;4;2;7;2;2;60
22128;231;5;4;2;6;4;1;30
22131;272;7;4;1;11;2;2;30
22133;500;5;4;2;10;3;1;60
22136;868;6;4;2;2;4;1;120
22137;278;6;4;2;11;4;1;60
22138;311;3;4;2;13;3;1;120
22143;514;4;4;2;2;4;1;60
22145;283;5;4;2;5;1;1;90
22146;2100;3;4;2;10;4;3;120
22147;2100;4;4;2;10;4;3;120
22149;1615;6;4;1;2;4;2;90
22152;238;2;4;1;4;4;1;120
22159;581;6;4;2;11;2;1;120
22160;185;4;4;1;13;4;1;60
22163;589;2;4;1;3;2;2;180
22164;398;5;4;2;1;4;1;120
22170;272;2;4;1;11;2;1;60
22172;317;2;4;1;1;3;1;60
22177;193;5;4;2;6;2;2;30
22179;161;2;4;1;5;2;1;120
22180;26;2;4;1;6;3;1;60
22181;181;2;4;2;1;3;1;60
22182;273;7;4;1;2;4;2;30
22185;592;5;4;2;9;2;1;30
22187;240;4;4;1;1;2;2;60
22188;583;4;4;2;2;2;1;60
22191;367;5;4;2;10;2;2;60
22192;139;7;4;1;2;4;2;30
22197;634;6;4;2;5;2;1;60
22199;332;6;4;2;1;4;1;150
22203;216;2;4;1;9;3;1;60
22207;557;7;4;1;7;3;2;30
22210;404;2;4;1;6;4;1;60
22215;235;7;4;1;2;2;2;30
22216;16;2;4;1;6;2;1;60
22217;262;7;4;1;12;2;2;30
22218;588;5;4;2;8;2;1;60
22219;182;7;4;1;2;2;2;30
22223;256;2;4;1;11;2;2;60
22224;423;6;4;2;8;2;1;120
22226;186;2;4;1;1;3;1;60
22227;1051;6;4;2;2;4;1;120
22229;523;4;4;2;1;2;2;60
22230;1424;4;4;1;1;2;1;60
22232;263;5;4;1;4;3;2;30
22234;324;4;4;1;4;3;1;120
22235;160;2;4;2;3;4;1;120
22236;352;3;4;1;2;3;1;30
22237;220;2;4;2;5;3;1;60
22238;63;2;4;1;5;3;1;60
22240;67;2;4;1;7;2;1;60
22241;413;6;4;2;11;3;1;120
22242;446;5;4;2;6;3;2;60
22243;299;2;4;1;9;4;1;60
22244;357;3;4;2;7;4;2;30
22245;102;3;4;1;7;3;1;120
22246;1041;6;4;2;3;3;2;120
22249;1041;6;4;1;4;3;2;120
22251;160;7;4;1;8;3;1;30
22252;995;6;4;1;11;4;1;120
22253;579;3;4;2;2;4;1;60
22254;309;2;4;1;2;2;1;60
22255;151;7;4;1;6;2;1;30
22258;238;2;4;1;6;4;1;120
22259;476;2;4;1;6;4;1;120
22261;26;2;4;1;9;2;1;60
22262;430;2;4;1;5;4;1;120
22265;576;6;4;2;3;2;1;60
22266;95;7;4;1;6;2;1;30
22268;269;6;4;2;2;3;1;90
22270;617;6;4;2;9;3;1;60
22271;76;5;4;2;10;3;1;60
22272;346;2;4;1;2;3;1;120
22276;911;6;4;2;5;3;1;90
22277;62;2;4;1;6;2;1;60
22279;462;4;4;2;3;4;1;120
22282;174;2;4;1;6;4;2;60
22283;327;3;4;1;8;3;1;30
22286;448;2;4;1;3;4;1;60
22287;364;2;4;1;6;3;2;60
22289;87;2;4;1;6;3;1;60
22291;284;5;4;2;13;2;1;60
22292;141;2;4;1;6;2;2;60
22295;530;2;4;1;12;2;1;60
22296;509;3;4;1;1;3;1;120
22297;509;4;4;1;1;3;1;120
22298;620;2;4;1;8;3;2;60
22299;1220;6;4;2;13;3;2;90
22302;483;5;4;2;12;4;1;30
22304;276;4;4;2;13;4;1;60
22305;300;3;4;1;13;4;1;30
22308;544;2;4;1;2;2;2;60
22310;279;2;4;1;4;4;2;60
22311;133;7;4;1;8;2;2;30
22314;451;6;4;2;1;2;1;60
22317;124;2;4;1;5;4;1;60
22318;307;2;4;1;1;3;2;120
22319;222;2;4;1;7;3;1;120
22320;134;2;4;1;4;3;1;60
22321;599;5;4;2;2;3;1;60
22322;938;3;4;2;9;4;2;60
22323;938;5;4;2;9;4;2;60
22326;451;2;4;1;6;2;1;60
22328;999;6;4;2;5;4;1;60
22329;498;6;4;2;1;3;1;60
22330;125;7;4;1;8;4;2;30
22332;571;5;4;2;5;3;2;60
22335;221;7;4;1;13;3;1;30
22336;1271;3;4;2;2;3;1;120
22337;1271;4;4;2;2;3;1;120
22339;392;5;4;2;12;4;2;60
22341;821;4;4;2;13;3;1;60
22342;256;2;4;1;6;3;2;120
22343;169;2;4;2;4;3;1;60
22348;79;3;4;1;1;3;1;60
22349;271;4;4;2;1;3;1;120
22352;425;6;4;2;12;2;1;60
22354;1151;6;4;2;6;3;2;60
22355;163;3;4;2;2;4;1;30
22356;272;6;4;2;3;3;1;120
22357;179;3;4;2;13;3;1;120
22358;101;2;4;1;2;4;2;60
22359;441;5;4;2;4;2;1;60
22360;122;2;4;1;9;2;1;60
22361;481;5;4;1;8;3;2;60
22362;736;6;4;2;7;4;1;120
22367;386;3;4;1;7;4;1;30
22368;141;5;4;1;3;2;1;60
22371;469;6;4;1;9;4;1;150
22372;520;7;4;1;2;2;2;30
22373;646;6;4;2;9;3;1;60
22374;97;2;4;2;5;4;1;60
22375;352;7;4;1;2;3;2;30
22376;214;5;4;2;2;3;1;30
22377;203;7;4;2;7;2;1;30
22378;391;4;4;2;7;2;1;120
22380;363;4;4;2;7;3;1;60
22382;96;5;4;2;1;3;1;60
22383;524;4;4;2;8;2;1;90
22384;622;6;4;2;8;4;1;60
22385;1914;4;4;2;7;4;2;60
22386;191;2;4;1;10;2;1;120
22387;265;6;4;2;7;4;1;90
22389;423;4;4;2;7;4;1;60
22391;1156;4;4;2;7;2;1;60
22393;121;7;4;1;11;2;1;30
22395;680;6;4;2;1;3;2;120
22398;328;5;4;2;2;3;1;30
22399;283;2;4;1;1;2;1;60
22401;412;3;4;2;2;2;2;60
22402;67;2;4;1;9;2;1;60
22403;93;7;4;1;1;2;1;30
22404;199;6;4;2;7;2;2;120
22405;1294;7;4;1;2;4;2;30
22406;110;2;4;1;1;2;1;60
22407;1134;6;4;1;13;2;1;180
22408;135;7;4;1;8;2;1;30
22413;333;4;4;2;13;4;1;120
22414;784;6;4;2;4;3;1;60
22416;926;6;4;1;3;2;2;180
22418;284;5;4;2;13;3;1;90
22420;925;3;4;2;5;2;1;60
22421;388;5;4;2;10;3;2;60
22424;200;4;4;2;8;3;1;60
22425;191;7;4;1;3;2;1;30
22426;649;4;4;1;7;4;1;120
22429;469;2;4;1;1;2;1;90
22431;132;7;4;1;11;3;1;30
22432;258;3;4;2;2;3;1;90
22433;496;6;4;2;7;2;1;90
22434;356;5;4;2;3;4;2;60
22435;921;6;4;2;7;3;2;60
22439;433;5;4;2;7;4;1;30
22441;27;2;4;2;6;3;1;60
22443;685;5;4;2;11;3;1;90
22446;500;5;4;2;11;3;1;60
22449;153;7;4;2;12;2;2;30
22451;228;2;4;1;8;4;2;60
22453;263;2;4;1;9;2;2;60
22454;175;2;4;1;8;4;2;60
22455;60;2;4;1;2;3;1;60
22456;149;7;4;1;11;2;1;30
22458;280;5;4;2;2;3;1;90
22459;180;3;4;1;2;3;1;30
22462;162;4;4;1;10;3;1;60
22465;327;6;4;2;4;3;1;60
22467;300;6;4;2;8;4;1;60
22470;196;7;4;1;4;2;1;30
22471;129;3;4;1;13;3;1;150
22472;206;2;4;1;9;2;2;60
22474;239;2;4;1;9;3;2;60
22476;169;3;4;2;2;4;1;120
22477;123;2;4;1;9;2;1;60
22482;221;2;4;1;11;3;1;60
22484;663;5;4;2;9;3;1;90
22486;1150;3;4;2;5;3;1;120
22487;1150;5;4;2;5;3;1;120
22488;260;5;4;2;2;4;1;30
22490;1106;6;4;2;4;3;1;60
22491;98;4;4;2;1;3;1;60
22494;194;4;4;2;13;3;1;120
22495;599;3;4;2;8;4;2;60
22496;599;5;4;2;8;4;2;60
22498;957;4;4;2;7;4;2;60
22501;67;2;4;1;7;3;1;60
22503;645;6;4;2;9;4;1;90
22504;298;7;4;1;13;3;2;30
22505;237;3;4;2;2;3;1;90
22506;232;7;4;1;4;3;2;30
22509;412;5;4;2;8;3;1;60
22510;215;7;4;1;12;2;2;30
22511;230;2;4;1;1;2;1;120
22513;192;2;4;2;2;4;1;60
22514;577;6;4;2;7;4;1;60
22515;641;6;4;1;11;3;1;60
22516;779;6;4;2;11;3;2;120
22517;229;5;4;2;2;3;1;60
22520;734;4;4;2;7;2;2;120
22521;1071;4;4;2;11;3;2;120
22524;345;4;4;1;1;3;1;60
22525;73;2;4;2;9;3;1;60
22526;378;2;4;1;5;2;2;60
22527;223;2;4;2;9;2;1;60
22528;167;2;4;1;9;2;1;60
22529;59;2;4;1;9;3;1;60
22530;200;2;4;1;9;3;2;60
22531;91;2;4;1;9;4;1;60
22532;256;2;4;1;9;3;1;60
22533;124;2;4;1;9;2;2;60
22534;6;2;4;2;9;2;1;60
22535;227;2;4;1;9;3;1;60
22536;64;2;4;1;9;2;1;60
22537;207;2;4;1;9;3;1;60
22538;171;2;4;1;9;3;1;60
22539;313;6;4;2;5;2;1;120
22542;296;5;4;2;1;3;1;90
22544;53;2;4;1;9;3;1;60
22545;219;2;4;1;9;2;1;60
22546;435;6;4;2;5;3;1;120
22547;689;4;4;2;13;4;2;60
22549;240;4;4;2;13;3;1;120
22550;309;2;4;2;9;3;1;60
22552;1817;3;4;2;13;3;2;120
22553;214;2;4;1;9;2;1;60
22554;522;2;4;1;9;3;2;60
22557;24;2;4;1;9;2;1;60
22558;173;2;4;2;9;3;1;60
22559;435;3;4;2;10;3;1;120
22560;435;4;4;2;10;3;1;120
22561;251;2;4;1;9;2;2;60
22564;415;3;4;1;11;3;1;120
22570;297;4;4;2;8;3;1;180
22572;384;5;4;2;11;3;2;30
22574;436;6;4;2;8;2;1;60
22575;389;2;4;1;9;3;2;60
22576;163;2;4;2;9;3;1;60
22577;347;6;4;2;8;2;2;60
22578;170;4;4;1;11;3;1;60
22579;64;7;4;2;6;4;2;30
22580;225;2;4;1;9;3;2;60
22582;187;3;4;2;13;3;1;120
22584;138;2;4;1;9;2;2;60
22588;40;2;4;1;12;3;1;60
22589;248;2;4;2;3;3;2;60
22590;843;6;4;2;7;3;2;120
22594;637;5;4;2;9;4;2;60
22595;381;4;4;2;9;2;1;60
22597;255;5;4;2;4;3;1;60
22598;96;2;4;1;8;3;1;60
22599;228;7;4;2;5;3;2;30
22600;471;5;4;2;2;4;1;60
22601;107;3;4;2;7;3;1;150
22604;1654;6;4;2;13;2;2;60
22606;295;4;4;1;7;2;1;150
22608;267;4;4;2;11;3;1;60
22613;934;6;4;2;8;4;2;60
22615;264;5;4;2;12;2;1;30
22616;990;6;4;2;8;3;2;60
22620;243;7;4;1;8;2;1;30
22622;426;4;4;2;9;3;1;90
22623;103;5;4;2;2;3;1;30
22627;118;5;4;2;2;3;1;30
22628;458;3;4;2;9;4;1;60
22629;243;7;4;1;6;2;1;90
22632;139;2;4;1;9;3;2;60
22636;388;2;4;1;1;3;1;60
22639;652;6;4;1;4;2;1;120
22642;115;4;4;2;6;3;1;120
22643;544;1;4;1;9;2;1;60
22644;565;6;4;2;8;3;1;60
22646;264;5;4;1;11;3;1;60
22648;525;2;4;1;13;2;2;60
22649;130;7;4;1;6;2;1;30
22650;331;6;4;2;7;2;1;120
22651;324;5;4;2;11;3;1;30
22652;220;2;4;2;9;2;2;60
22658;296;3;4;2;6;4;1;60
22659;1270;6;4;2;9;2;2;60
22660;198;2;4;1;10;3;2;60
22662;631;6;4;2;8;3;1;90
22666;911;6;4;2;9;3;1;120
22667;842;6;4;1;4;2;1;60
22669;395;3;4;2;1;3;1;30
22670;285;5;4;2;6;4;2;30
22671;546;6;4;2;9;3;1;60
22673;749;4;4;1;7;2;1;60
22675;86;2;4;1;9;3;1;60
22678;490;3;4;2;9;4;2;90
22679;155;5;4;2;2;2;1;60
22682;279;7;4;1;10;2;2;30
22683;140;3;4;1;13;2;1;120
22686;247;5;4;2;6;4;1;60
22691;269;2;4;1;4;4;2;120
22693;435;6;4;1;3;3;1;120
22694;1661;6;4;1;10;3;1;120
22696;475;6;4;1;13;3;1;120
22697;208;6;4;2;4;3;1;120
22698;304;6;4;2;13;3;1;120
22699;715;6;4;1;3;3;1;120
22700;132;2;4;1;3;2;1;120
22702;411;3;4;1;10;3;1;60
22703;331;7;4;1;6;4;1;30
22706;61;7;4;1;6;4;2;30
22707;91;7;4;1;6;3;1;30
22709;181;2;4;1;3;2;1;60
22710;1017;6;4;2;3;3;1;60
22711;532;4;4;2;6;4;2;60
22715;146;2;4;1;6;3;1;60
22718;479;3;4;2;2;3;2;90
22719;119;2;4;1;1;4;1;120
22720;192;2;4;1;6;4;1;120
22721;175;7;4;1;6;3;2;30
22728;360;5;4;2;2;3;1;60
22730;238;4;4;2;8;3;1;120
22731;384;4;4;2;8;3;2;60
22733;188;6;4;2;5;3;1;60
22740;618;5;4;2;2;4;1;60
22741;807;6;4;2;2;2;2;60
22746;171;7;4;1;8;2;2;30
22747;216;7;4;1;1;2;1;30
22748;152;7;4;1;9;3;1;30
22753;299;2;4;2;5;2;1;60
22759;1267;5;4;2;3;4;2;30
22760;110;4;4;1;8;3;1;60
22761;436;6;4;2;5;2;1;60
22764;102;7;4;1;11;2;1;30
22770;178;2;4;1;7;2;1;120
22771;850;3;4;2;4;3;1;90
22772;230;2;4;2;8;3;2;60
22773;380;2;4;1;5;3;1;60
22774;331;2;4;1;3;2;2;60
22776;830;5;4;2;5;3;2;90
22778;443;4;4;2;7;3;2;60
22781;453;2;4;1;10;3;2;120
22782;190;5;4;2;2;4;1;30
22784;245;2;4;1;10;2;1;60
22785;657;6;4;2;8;2;1;60
22791;118;2;4;1;6;3;1;60
22792;474;2;4;1;6;2;1;60
22793;200;2;4;1;6;3;1;60
22795;670;6;4;2;1;2;2;120
22796;578;3;4;2;4;4;3;60
22799;469;5;4;1;5;4;1;120
22800;296;6;4;2;12;3;1;60
22811;96;7;4;1;3;3;1;30
22812;239;2;4;1;8;4;2;120
22813;248;2;4;1;11;3;1;60
